Time,open,high,low,close
2025-04-15 18:30:00,15.825,16.255,15.615,16.245
2025-04-15 19:00:00,16.145,16.655,15.875,16.555
2025-04-15 19:30:00,16.635,16.685,15.965,16.085
2025-04-15 20:00:00,16.025,16.355,16.025,16.065
2025-04-15 20:30:00,16.025,16.075,15.705,15.795
2025-04-15 21:00:00,15.695,15.885,15.695,15.795
2025-04-15 21:30:00,15.865,15.985,15.495,15.685
2025-04-15 22:00:00,15.665,16.125,15.465,16.125
2025-04-15 22:30:00,15.965,16.475,15.825,16.175
2025-04-15 23:00:00,16.105,16.765,15.765,16.715
2025-04-15 23:30:00,16.765,17.085,16.545,16.595
2025-04-16 00:00:00,16.705,17.055,16.365,16.735
2025-04-16 00:30:00,16.735,17.205,16.595,16.885
2025-04-16 01:00:00,16.445,16.445,16.445,16.445
2025-04-16 01:30:00,16.445,16.445,16.445,16.445
2025-04-16 03:00:00,15.355,16.655,15.355,16.275
2025-04-16 03:30:00,16.285,17.535,15.655,17.115
2025-04-16 04:00:00,17.125,17.245,16.285,16.945
2025-04-16 04:30:00,16.905,17.635,16.255,17.335
2025-04-16 05:00:00,17.425,17.485,15.165,16.395
2025-04-16 05:30:00,16.865,17.075,15.415,15.895
2025-04-16 06:00:00,16.045,16.045,15.345,15.755
2025-04-16 06:30:00,15.605,16.265,15.465,16.075
2025-04-16 07:00:00,15.875,16.395,15.335,15.665
2025-04-16 07:30:00,15.705,16.705,15.465,15.985
2025-04-16 08:00:00,15.855,16.775,15.245,16.725
2025-04-16 08:30:00,16.805,17.965,16.225,16.335
2025-04-16 09:00:00,16.725,16.785,15.735,16.365
2025-04-16 09:30:00,16.605,17.215,16.275,17.215
2025-04-16 10:00:00,17.015,17.035,15.915,16.405
2025-04-16 10:30:00,16.395,16.775,15.575,16.075
2025-04-16 11:00:00,16.205,16.945,15.775,16.265
2025-04-16 11:30:00,16.445,17.015,15.535,15.785
2025-04-16 12:00:00,15.745,16.515,15.135,15.925
2025-04-16 12:30:00,16.085,17.055,15.725,16.475
2025-04-16 13:00:00,16.445,16.625,15.575,16.055
2025-04-16 13:30:00,16.295,16.535,15.685,16.025
2025-04-16 14:00:00,15.985,16.075,15.375,15.745
2025-04-16 14:30:00,15.815,15.945,14.275,15.765
2025-04-16 15:00:00,15.705,16.215,15.285,16.175
2025-04-16 15:30:00,16.295,16.735,15.725,15.995
2025-04-16 16:00:00,16.435,16.735,15.585,15.845
2025-04-16 16:30:00,15.625,16.585,15.015,15.265
2025-04-16 17:00:00,15.575,16.325,14.895,15.195
2025-04-16 17:30:00,15.415,16.915,14.565,16.315
2025-04-16 18:00:00,16.515,17.095,15.005,15.715
2025-04-16 18:30:00,15.965,16.485,15.265,15.265
2025-04-16 19:00:00,15.625,15.825,15.075,15.775
2025-04-16 19:30:00,15.945,16.215,14.985,15.555
2025-04-16 20:00:00,15.555,16.215,14.865,15.365
2025-04-16 20:30:00,15.305,17.045,15.265,16.405
2025-04-16 21:00:00,16.495,16.495,16.345,16.355
2025-04-16 21:30:00,15.42,15.575,15.175,15.395
2025-04-16 22:00:00,15.535,15.845,15.085,15.845
2025-04-16 22:30:00,15.645,16.205,14.655,14.775
2025-04-16 23:00:00,14.905,15.625,14.795,14.825
2025-04-16 23:30:00,14.865,15.305,14.525,15.165
2025-04-17 00:00:00,14.905,15.665,14.905,15.455
2025-04-17 00:30:00,15.395,15.475,13.665,13.765
2025-04-17 01:00:00,13.525,13.525,13.525,13.525
2025-04-17 01:30:00,13.525,13.525,13.525,13.525
2025-04-17 03:00:00,13.355,14.055,13.185,13.835
2025-04-17 03:30:00,13.805,14.245,13.255,13.505
2025-04-17 04:00:00,13.545,13.545,12.355,12.875
2025-04-17 04:30:00,13.165,13.905,12.505,13.645
2025-04-17 05:00:00,12.915,13.555,11.985,12.145
2025-04-17 05:30:00,12.225,13.045,11.375,12.655
2025-04-17 06:00:00,12.345,13.405,11.515,11.615
2025-04-17 06:30:00,11.335,12.405,11.335,11.465
2025-04-17 07:00:00,11.675,12.405,11.405,12.075
2025-04-17 07:30:00,12.125,12.425,11.595,12.285
2025-04-17 08:00:00,12.125,12.455,11.525,11.615
2025-04-17 08:30:00,11.605,12.125,11.425,11.875
2025-04-17 09:00:00,11.905,12.785,11.425,12.015
2025-04-17 09:30:00,12.125,13.075,11.775,12.665
2025-04-17 10:00:00,12.585,14.065,12.495,13.615
2025-04-17 10:30:00,13.635,13.895,13.095,13.215
2025-04-17 11:00:00,13.235,13.415,12.025,12.575
2025-04-17 11:30:00,12.635,13.415,11.975,12.935
2025-04-17 12:00:00,12.525,13.425,12.375,12.585
2025-04-17 12:30:00,12.445,13.025,12.125,12.935
2025-04-17 13:00:00,13.025,14.175,12.575,13.445
2025-04-17 13:30:00,13.355,13.425,12.555,13.315
2025-04-17 14:00:00,13.245,13.965,12.615,12.665
